iter	RMSE
468	0.01934775203
469	0.01929225811
470	0.01924557317
471	0.01920187244
472	0.0191581146
473	0.01911426369
474	0.01906716978
475	0.01901926969
476	0.01897072793
477	0.01892174028
478	0.01887502986
479	0.01883030443
480	0.01878988291
481	0.01874644915
482	0.01870756045
483	0.01866408532
484	0.01862289469
485	0.01858552758
486	0.01854695178
487	0.01850677468
488	0.01847322903
489	0.01844107656
490	0.01839729025
491	0.01836147486
492	0.01831988386
493	0.01828565875
494	0.01824934797
495	0.01821780745
496	0.01817985096
497	0.01814339681
498	0.0181118099
499	0.01807776832
500	0.0180480195
501	0.01801040919
502	0.01798083672
503	0.01795179715
504	0.01792415334
505	0.01789438659
506	0.01786257721
507	0.01783307177
508	0.01780274954
509	0.01777608985
510	0.01775084284
511	0.01771767424
512	0.01768419187
513	0.01765512555
514	0.01762882373
515	0.01760185657
516	0.0175706308
517	0.01754094763
518	0.01751635781
519	0.01749171624
520	0.01746552131
521	0.01743995221
522	0.01741317162
523	0.01738859905
524	0.01736469019
525	0.01733704041
526	0.01730908258
527	0.01728493353
528	0.01725495411
529	0.01723091771
530	0.01720762569
531	0.0171833753
532	0.01715925758
533	0.01713756431
534	0.01711658476
535	0.01708874877
536	0.01705857961
537	0.01703605702
538	0.01700848651
539	0.01698576146
540	0.01696204173
541	0.01694046589
542	0.01691824506
543	0.01689436927
544	0.01686754476
545	0.01684787241
546	0.01682649272
547	0.01680846523
548	0.01678519318
549	0.01676036457
550	0.01674248041
551	0.01672349357
552	0.01670640607
553	0.01668793356
554	0.01666742466
555	0.01664690208
556	0.01662700737
557	0.01660717085
558	0.01658533221
559	0.0165674441
560	0.01654520246
561	0.01652693145
562	0.01650676395
563	0.01648802257
564	0.01647060412
565	0.01645393314
566	0.01643605971
567	0.01641697427
568	0.01639653029
569	0.01638063843
570	0.01636257252
571	0.0163452531
572	0.01633045429
573	0.01631316539
574	0.01629562554
575	0.01627811275
576	0.0162597992
577	0.01624301652
578	0.01622637697
579	0.01620811559
580	0.01619081287
581	0.01617304954
582	0.01615722489
583	0.01614193683
584	0.0161271931
585	0.01610791665
586	0.01609116329
587	0.01607511506
588	0.01606090078
589	0.0160466078
590	0.0160304126
591	0.0160110479
592	0.01599150507
593	0.01597912755
594	0.01596440449
595	0.01594804148
596	0.01593183921
597	0.01591162815
598	0.01589788323
599	0.01588220295
600	0.01586495988
601	0.01585338244
602	0.01583866481
603	0.01582768471
604	0.01581403274
605	0.01580139564
606	0.01578569186
607	0.01576944202
608	0.01575575388
609	0.01574431386
610	0.01573064896
611	0.01571659695
612	0.01570330681
613	0.01569069616
614	0.01567459484
615	0.01566045894
616	0.01564398565
617	0.01563224292
618	0.01561635163
619	0.01559876424
620	0.01558734627
621	0.01557677664
622	0.01556154388
623	0.01555045097
624	0.01553623075
625	0.01552385085
626	0.01551162035
627	0.01549895427
628	0.01548294473
629	0.0154699951
630	0.01545761985
631	0.01544577662
632	0.01543180864
633	0.01542117636
634	0.01541148601
635	0.01539683095
636	0.01538385989
637	0.01537249042
638	0.01535910876
639	0.01534731713
640	0.01533494926
641	0.01532293338
642	0.01530997809
643	0.01529467216
644	0.01528483713
645	0.01527519456
646	0.01526191307
647	0.0152492102
648	0.01523772712
649	0.01522506519
650	0.01521193934
651	0.01519724335
652	0.0151870904
653	0.01517159986
654	0.01515774587
655	0.01514489306
656	0.01513315043
657	0.01511960796
658	0.01510485876
659	0.01509124492
660	0.0150797579
661	0.01506963516
662	0.01506017967
663	0.01504641154
664	0.01503334384
665	0.01502315848
666	0.01500889358
667	0.01499337781
668	0.01498207911
669	0.01497066838
670	0.01495884667
671	0.0149450445
672	0.01493053396
673	0.01491919872
674	0.01490824681
675	0.01490055458
676	0.01489067724
677	0.01488140097
678	0.01487038825
679	0.0148626234
680	0.01485168826
681	0.01484279805
682	0.01483139404
683	0.01482175152
684	0.01480915434
685	0.01479686597
686	0.01478441945
687	0.01477376264
688	0.0147613687
689	0.01475195396
690	0.01474295028
691	0.01473221345
692	0.01472286848
693	0.01471266702
694	0.0147024473
695	0.01469347333
696	0.01468475035
697	0.01467379779
698	0.01466442717
699	0.01465310306
700	0.01464293607
701	0.01463262505
702	0.01462344086
703	0.01461231389
704	0.01460309392
705	0.01458917949
706	0.01457947748
707	0.01457234615
708	0.0145607622
709	0.01454882273
710	0.01453454938
711	0.01452482895
712	0.01451659566
713	0.01450213147
714	0.01449295551
715	0.01448589892
716	0.01447602715
717	0.01446633492
718	0.01445799048
719	0.01445043238
720	0.01444176388
721	0.01443199889
722	0.014422317
723	0.01441263972
724	0.01440388651
725	0.01439556489
726	0.01438306365
727	0.01437614776
728	0.01436452309
729	0.0143529751
730	0.01434184717
731	0.01433322544
732	0.01432428209
733	0.01431209899
734	0.01430269493
735	0.01429653558
736	0.01428363383
737	0.01427508551
738	0.01426679035
739	0.01425623907
740	0.01424866585
741	0.01423967967
742	0.01422634855
743	0.01421582033
744	0.0142094892
745	0.01420119839
746	0.01419284194
747	0.01418500739
748	0.01417818236
749	0.01417128168
750	0.01416122474
751	0.01415100361
752	0.01414354758
753	0.01413741857
754	0.01412855148
755	0.0141180848
756	0.01411135977
757	0.01410294293
758	0.01409326444
759	0.01408517666
760	0.01407607589
761	0.01406839951
762	0.01405907039
763	0.01404990746
764	0.01404235571
765	0.01403487426
766	0.01402648622
767	0.01401925177
768	0.01401344032
769	0.01400557696
770	0.01399762121
771	0.01399201222
772	0.01398229679
773	0.01397306307
774	0.01396544086
775	0.01395521194
776	0.01394666519
777	0.01393793909
778	0.01393108695
779	0.01392350116
780	0.0139127206
781	0.01390550447
782	0.01389879228
783	0.0138916994
784	0.01387786092
785	0.0138702057
786	0.01386016301
787	0.01384993886
788	0.01384326767
789	0.01383510576
790	0.01382910909
791	0.0138225675
792	0.01381511707
793	0.01380674614
794	0.01379951806
795	0.01379062269
796	0.01378465254
797	0.01377904116
798	0.01377047634
799	0.01376183272
800	0.01375401066
801	0.01374472578
802	0.01373635056
803	0.01372881933
804	0.0137221787
805	0.01371443722
806	0.01370361963
807	0.01369655145
808	0.01368874457
809	0.01368107539
810	0.01367481853
811	0.01366881048
812	0.01366017645
813	0.01365514187
814	0.01364816576
815	0.01364150208
816	0.01363502734
817	0.01362654886
818	0.0136188185
819	0.01361438789
820	0.01360815489
821	0.01359547839
822	0.01358866506
823	0.01358015473
824	0.01357259294
825	0.01356591954
826	0.01355865493
827	0.01355002689
828	0.01354096661
829	0.01353484727
830	0.01352854641
831	0.01352150592
832	0.0135142237
833	0.01350777931
834	0.01350215411
835	0.01349467521
836	0.01348522689
837	0.01347313771
838	0.01346654583
839	0.01345908753
840	0.01345198806
841	0.01344670757
842	0.01344061748
843	0.01343342945
844	0.01342774898
845	0.01341956852
846	0.01341293162
847	0.01340844301
848	0.013402103
849	0.0133955934
850	0.01338806459
851	0.01338138314
852	0.01337513366
853	0.01336980435
854	0.01336458791
855	0.01335639096
856	0.01334982247
857	0.01334290298
858	0.01333553748
859	0.01333037196
860	0.01332412441
861	0.01331949569
862	0.01331416277
863	0.01330738284
864	0.01329992612
865	0.01328772079
866	0.01328057544
867	0.01327313197
868	0.01326554525
869	0.01325963864
870	0.01325276821
871	0.01324688639
872	0.01323658021
873	0.01323154267
874	0.0132243189
875	0.0132160211
876	0.013210005
877	0.01319718154
878	0.01319141583
879	0.01318450323
880	0.01318104523
881	0.01317498548
882	0.01317120245
883	0.01316429984
884	0.01315828026
885	0.01315347743
886	0.01314702814
887	0.01314326336
888	0.01313616523
889	0.01312824715
890	0.01312111469
891	0.01311506084
892	0.01310665033
893	0.01309991605
894	0.013094995
895	0.01308871033
896	0.01308303789
897	0.01307741292
898	0.01307101703
899	0.01306483445
900	0.01305849356
901	0.01305270984
902	0.01304745656
903	0.01304035884
904	0.01303416501
905	0.01302881161
906	0.01302177162
907	0.01301615331
908	0.01300968722
909	0.01300249206
910	0.01299623956
911	0.01299113761
912	0.0129834148
913	0.01297878057
914	0.01297543047
915	0.01296945681
916	0.01296391836
917	0.01295843979
918	0.01295374224
919	0.01294794702
920	0.01294185338
921	0.01293238722
922	0.01292606262
923	0.01291958929
924	0.01291232034
925	0.0129075814
926	0.01290040499
927	0.01289449605
928	0.01288918957
929	0.01287994041
930	0.01287378487
931	0.01286759904
932	0.0128606691
933	0.01285594609
934	0.01285042654
935	0.01284099842
936	0.01283525424
937	0.01282898096
938	0.01282463981
939	0.01281575745
940	0.01280963921
941	0.012802724
942	0.01279554061
943	0.01278753344
944	0.01278181913
945	0.01277743489
946	0.01276771168
947	0.01276234013
948	0.0127564745
949	0.01275160299
950	0.01274585497
951	0.01273827552
952	0.01273080156
953	0.01272167694
954	0.01271691124
955	0.01270867743
956	0.01270369297
957	0.01269931141
958	0.01269279094
959	0.01268890798
960	0.01268210557
961	0.01267802653
962	0.01267356294
963	0.01266552231
964	0.01266258773
965	0.01265726356
966	0.01265154672
967	0.01264527303
968	0.01263977626
969	0.01263381803
970	0.01262832282
971	0.0126236854
972	0.01261780012
973	0.01261369137
974	0.01260889885
975	0.01260295478
976	0.01259761492
977	0.01259257583
978	0.01258286584
979	0.01257943804
980	0.0125751035
981	0.01256957966
982	0.01256245206
983	0.01255703317
984	0.0125533994
985	0.01254747
986	0.01254292147
987	0.01253777304
988	0.01253288868
989	0.01252657962
990	0.0125217114
991	0.0125167924
992	0.01251255413
993	0.01250620347
994	0.01250222012
995	0.01249399221
996	0.01248953001
997	0.01248467675
998	0.01248060892
999	0.01247261877
